Customer ID,Orders,State Abbreviation - 1,Zip/Postcode - 1,Country - 1
81666,0,TX,78664,United States
81667,0,CO,80239,United States
81668,0,FL,32826,United States
81669,0,FL,32839,United States
81670,0,NY,10566,United States
81671,0,NY,10566,United States
81672,0,NV,89119,United States
81673,0,AZ,85207,United States
81674,0,,M6m2m3,Canada
81675,0,,0,Nigeria
81676,0,,E13 8EQ,United Kingdom
81677,0,NY,10467,United States
81678,0,TX,75604,United States
81679,0,OH,43213,United States
81680,0,LA,70734,United States
81681,0,NE,68510,United States
81682,0,NJ,8080,United States
81683,8,CA,90403,United States
81684,0,FL,33166,United States
81685,0,OK,74012,United States
81686,0,NY,11735,United States
81687,0,CA,91423,United States
81688,0,HI,96744,United States
81689,0,WI,54843,United States
81690,0,TX,75010,United States
81691,0,DC,20020,United States
81692,0,FL,32083,United States
81693,0,TX,78753,United States
81694,0,AK,99507,United States
81695,0,GA,31315,United States
81696,0,NY,10028,United States
81697,0,TN,38122,United States
81698,0,OH,44070,United States
81699,0,TX,78220,United States
81700,0,NH,3053,United States
81701,0,IL,60629,United States
81702,0,GA,30241,United States
81703,0,WI,53212,United States
81704,0,FL,33040,United States
81705,0,GA,30315,United States
81706,0,MD,21206,United States
81707,0,LA,70058,United States
81708,0,AZ,85353,United States
81709,0,FL,33351,United States
81710,0,IL,61103,United States
81711,1,LA,70122,United States
81712,0,TX,77073,United States
81713,0,AR,72206,United States
81714,0,,11413,United States
81715,0,IL,60643,United States
81716,0,NY,12208,United States
81717,0,OH,43952,United States
81718,0,CA,94591,United States
81719,0,LA,70562,United States
81720,0,CA,95422,United States
81721,0,LA,70562,United States
81722,0,IN,46312,United States
81723,0,MD,20772,United States
81724,0,NY,10040,United States
81725,0,GA,30024,United States
81726,0,NY,10035,United States
81727,0,ON,L1b 1l9,Canada
81728,0,OH,45238,United States
81729,0,CA,92821,United States
81730,1,NC,27406,United States
81731,0,NY,14209,United States
81732,0,NY,11692,United States
81733,0,VA,22192,United States
81734,0,NJ,8820,United States
81735,0,FL,32305,United States
81736,0,MS,39540,United States
81737,0,MO,63132,United States
81738,0,TN,37914,United States
81739,0,DC,20019,United States
81740,0,MI,48197,United States
81741,0,NC,27409,United States
81742,0,IL,60422,United States
81743,0,MS,39429,United States
81744,0,FL,33020,United States
81745,0,FL,33020,United States
81746,0,GA,30060,United States
81747,0,SC,29732,United States
81748,0,OH,45237,United States
81749,0,TX,75104,United States
81750,0,MS,39191,United States
81751,0,NC,27513,United States
81752,0,WI,53959,United States
81753,0,CO,80817,United States
81754,0,MD,21206,United States
81755,0,TX,77014,United States
81756,0,FL,33137,United States
81757,0,GA,30655,United States
81758,0,KY,40216,United States
81759,0,AL,35601,United States
81760,0,GA,39815,United States
81761,0,MO,63121,United States
81762,0,CA,90303,United States
81763,0,OH,43110,United States
81764,0,NC,27910,United States
81765,0,TX,77340,United States
81766,0,WA,98144,United States
81767,0,MS,38703,United States
81768,0,TX,76543,United States
81769,0,OH,43147,United States
81770,0,NY,11412,United States
81771,0,SC,29571,United States
81772,0,NV,89048,United States
81773,0,OH,45424,United States
81774,0,IL,60626,United States
81775,0,NY,10801,United States
81776,0,CA,93033,United States
81777,0,NY,14623,United States
81778,0,NY,10312,United States
81779,0,AR,72301,United States
81780,0,NY,11216,United States
81781,0,NC,28215,United States
81782,0,NC,28215,United States
81783,0,PA,19142,United States
81784,0,GA,30236,United States
81785,0,NY,10940,United States
81786,0,NY,11412,United States
81787,0,NY,10923,United States
81788,0,MD,20774,United States
81789,0,GA,31319,United States
81790,0,SC,29940,United States
81791,0,VA,23434,United States
81792,0,MI,48126,United States
81793,0,WI,53217-3261,United States
81794,0,NM,87109,United States
81795,0,WA,98198,United States
81796,0,FL,33166,United States
81797,0,OR,97301,United States
81798,0,CA,92392,United States
81799,0,,12943-440,Brazil
81800,0,,96260,United States
81801,0,TX,78230,United States
81802,0,KS,67206,United States
81803,0,,RG1 4EX,United Kingdom
81804,0,VA,23452,United States
81805,0,IL,61761,United States
81806,0,NY,11226,United States
81807,0,MO,64801,United States
81808,0,NY,11364,United States
81809,0,,07191-257,Brazil
81810,0,,CR0 3QE,United Kingdom
81811,0,,10712-00200,Kenya
81812,0,CA,95207,United States
81813,4,,9464,United States
81814,0,,9464,United States
81815,0,MD,21619,United States
81816,0,FL,33073,United States
81817,0,TX,77535,United States
81818,0,MO,63129,United States
81819,0,IL,60645,United States
81820,0,NY,10468,United States
81821,0,MD,20852,United States
81822,0,MA,1420,United States
81823,0,NY,10710,United States
81824,0,GA,30274,United States
81825,0,ME,4654,United States
81826,0,NJ,7106,United States
81827,0,CA,94015,United States
81828,0,CA,91602,United States
81829,0,CA,95212,United States
81830,0,UT,84606,United States
81831,0,MN,56563,United States
81832,0,NJ,7461,United States
81833,0,IL,60660,United States
81834,0,PA,19107,United States
81835,0,,31144,Romania
81836,0,PA,18301,United States
81837,0,PA,18301,United States
81838,0,GA,30238,United States
81839,0,TX,77053,United States
81840,0,NY,11212,United States
81841,0,AL,35758,United States
81842,0,TX,75241,United States
81843,0,TX,75116,United States
81844,0,IL,60628,United States
81845,0,NJ,8046,United States
81846,0,TN,37040,United States
81847,0,NY,11354,United States
81848,0,CA,93036,United States
81849,0,CA,93036,United States
81850,0,LA,70437,United States
81851,0,MD,21742,United States
81852,0,DC,20002,United States
81853,0,TN,37086,United States
81854,0,SC,29212,United States
81855,0,GA,31643,United States
81856,0,IL,60169,United States
81857,0,SC,29212,United States
81858,0,IL,60104,United States
81859,0,TX,75232,United States
81860,0,IL,60419,United States
81861,0,MS,39272,United States
81862,0,WI,53216,United States
81863,0,NY,10553,United States
81864,0,OH,43213,United States
81865,0,CA,95821,United States
81866,0,TN,38002,United States
81867,0,TN,37927,United States
81868,0,MD,20603,United States
81869,0,CA,96160,United States
81870,0,PA,19380,United States
81871,0,AL,36618,United States
81872,4,NY,12148,United States
81873,0,SC,29210,United States
81874,0,NC,28213,United States
81875,0,OH,44505,United States
81876,0,OH,44505,United States
81877,0,OR,97827,United States
81878,0,AR,72223,United States
81879,0,MO,65616,United States
81880,0,AR,72370,United States
81881,0,GA,31210,United States
81882,0,MS,38637,United States
81883,0,AZ,85326,United States
81884,0,NY,10041,United States
81885,0,GA,30039,United States
81886,0,NY,10467,United States
81887,0,MO,64151,United States
81888,0,MI,48503,United States
81889,0,MI,48503,United States
81890,0,CA,91752,United States
81891,0,NC,27513,United States
81892,0,IL,60643,United States
81893,0,UT,84116,United States
81894,0,,62840,France
81895,0,PA,19067,United States
81896,0,NY,10463,United States
81897,0,,60619,United States
81898,0,CA,93701,United States
81899,0,MD,20747,United States
81900,0,FL,33319,United States
81901,0,,85005,United States
81902,0,AZ,85012,United States
81903,0,,N/A,Trinidad and Tobago
81904,0,NV,89108,United States
81905,0,NC,28215,United States
81906,1,TX,77477,United States
81907,0,,234052,Nigeria
81908,0,,94100,France
81909,0,OH,44104,United States
81910,0,,G33 1nz,United Kingdom
81911,0,BC,V1Y 6X5,Canada
81912,0,CA,91107,United States
81913,0,VA,22026,United States
81914,0,NV,89145,United States
81915,0,,74450,France
81916,0,,92300,France
81917,0,MD,20906,United States
81918,0,VA,22206,United States
81919,0,VA,23321,United States
81920,0,TX,75074,United States
81921,0,NY,10035-2777,United States
81922,0,TX,77554,United States
81923,0,LA,70047,United States
81924,0,NY,11225,United States
81925,0,OK,74126,United States
81926,0,,59000,France
81927,0,GA,30309,United States
81928,0,CA,92627,United States
81929,0,NY,11103,United States
81930,0,MD,20783-5021,United States
81931,0,NY,10469,United States
81932,0,CA,95616,United States
81933,0,IL,60649,United States
81934,0,TX,77498,United States
81935,0,NJ,8069,United States
81936,0,VA,22191,United States
81937,0,SD,57106,United States
81938,0,QC,h1k3v3,Canada
81939,0,CA,90023,United States
81940,0,NY,11412,United States
81941,0,VA,22311,United States
81942,0,WA,98031,United States
81943,0,MD,21133,United States
81944,0,OH,44094,United States
81945,0,NY,10040,United States
81946,0,NY,10040,United States
81947,0,ON,L5M 6Y1,Canada
81948,0,MO,65803,United States
81949,0,FL,33317,United States
81950,0,,71749,United States
81951,0,OH,45245,United States
81952,0,TX,77064,United States
81953,0,CA,95709,United States
81954,0,TX,77385,United States
81955,0,FL,32609,United States
81956,0,,41,Chile
81957,0,MD,20781,United States
81958,0,FL,34607,United States
81959,0,FL,34607,United States
81960,0,,SE5 0TN,United Kingdom
81961,0,NJ,7302,United States
81962,0,FL,32907,United States
81963,0,NV,89081,United States
81964,0,,4209,Austria
81965,0,CA,90008,United States
81966,0,SC,29577,United States
81967,0,WI,53233,United States
81968,0,VA,22193,United States
81969,0,BC,V 8R3T9,Canada
81970,0,GA,31324,United States
81971,0,AZ,85050,United States
81972,0,NY,10301,United States
81973,0,MD,20716,United States
81974,0,MD,20716,United States
81975,0,PA,15212,United States
81976,0,PA,15212,United States
81977,0,OH,45402,United States
81978,0,PA,15212,United States
81979,0,FL,32501,United States
81980,0,,35242,United States
81981,0,GA,30019,United States
81982,0,LA,71232,United States
81983,0,IL,60655,United States
81984,0,MO,64138,United States
81985,0,MD,21001,United States
81986,0,LA,70403,United States
81987,0,IL,60653,United States
81988,0,NY,11572,United States
81989,0,FL,33801,United States
81990,0,OH,43545,United States
81991,0,CA,90004,United States
81992,0,AZ,85629,United States
81993,0,AL,35208,United States
81994,0,CA,92410,United States
81995,0,MO,64128,United States
81996,0,GA,30906,United States
81997,0,MD,20874,United States
81998,0,FL,33534,United States
81999,0,NC,28391,United States
82000,0,,89120,United States
82001,0,NY,11003,United States
82002,0,TX,77373,United States
82003,0,WI,54806,United States
82004,0,CA,95695,United States
82005,0,GA,30253,United States
82006,0,SC,29163,United States
82007,0,AZ,85015,United States
82008,0,VA,23666,United States
82009,0,NY,10002,United States
82010,0,TX,75402,United States
82011,1,LA,70010,United States
82012,11,TX,77478,United States
82013,0,LA,70001,United States
82014,0,TX,77478,United States
82015,0,NY,10475,United States
82016,0,GA,31313,United States
82017,0,NY,11413,United States
82018,0,MA,1826,United States
82019,0,,Sw9 8jl,United Kingdom
82020,0,OH,43229,United States
82021,0,MA,20879,United States
82022,0,TX,75044,United States
82023,0,NC,27837,United States
82024,0,MN,56001,United States
82025,0,TX,77407,United States
82026,0,MO,63366,United States
82027,0,OH,44310,United States
82028,0,MA,1752,United States
82029,0,,840,"Virgin Islands, U.S."
82030,1,LA,70503,United States
82031,0,OH,44052,United States
82032,0,CA,90305,United States
82033,0,CA,90305,United States
82034,0,,9180,United States
82035,0,TN,37849,United States
82036,0,FL,33467,United States
82037,0,GA,30297,United States
82038,0,FL,33027,United States
82039,0,LA,70605,United States
82040,0,TX,77035,United States
82041,0,VA,23803,United States
82042,0,DC,20020,United States
82043,0,NJ,7461,United States
82044,0,FL,34983,United States
82045,0,,SE17 3QU,United Kingdom
82046,0,NJ,7052,United States
82047,0,CT,6604,United States
82048,0,IL,60641,United States
82049,0,CA,92592,United States
82050,0,,93600,France
82051,0,FL,32773,United States
82052,0,NE,68111,United States
82053,0,IL,61061,United States
82054,0,VA,23188,United States
82055,0,AL,32432,United States
82056,0,TX,78728,United States
82057,0,IL,62208,United States
82058,0,AZ,85340,United States
82059,0,VA,24350,United States
82060,0,CA,94605,United States
82061,0,MD,20902,United States
82062,0,VA,22304,United States
82063,0,MS,39212,United States
82064,0,CA,95560,United States
82065,0,FL,32905,United States
82066,0,FL,33875,United States
82067,0,FL,33918,United States
82068,0,MD,20707,United States
82069,0,IL,60419,United States
82070,0,,46001,Ukraine
82071,0,MD,20774,United States
82072,0,CA,95826,United States
82073,0,TX,78109,United States
82074,0,TX,76210,United States
82075,0,CA,92691,United States
82076,0,GA,30030,United States
82077,0,UT,84604,United States
82078,0,CA,93551,United States
82079,0,NY,10461,United States
82080,0,UT,84120,United States
82081,0,,44240,France
82082,0,VA,22192,United States
82083,0,IN,46260,United States
82084,0,GA,30067,United States
82085,0,FL,33411,United States
82086,0,PA,19143,United States
82087,0,IA,52246,United States
82088,0,FL,33176,United States
82089,0,,46001,Ukraine
82090,0,FL,32068,United States
82091,0,CA,92651,United States
82092,0,MD,21224,United States
82093,0,TX,79938,United States
82094,0,SC,29501,United States
82095,0,,41000,France
82096,0,,76039,United States
82097,0,ON,L5C3Z5,Canada
82098,0,SC,29827,United States
82099,0,TN,38134,United States
82100,0,VA,22302,United States
82101,0,MS,38732,United States
82102,0,TN,38125,United States
82103,0,PA,19149,United States
82104,0,DE,19713,United States
82105,0,PA,15112,United States
82106,0,PA,15642,United States
82107,0,CA,94513,United States
82108,0,MN,55429,United States
82109,0,MN,55429,United States
82110,0,CA,94509,United States
82111,0,IL,60429,United States
82112,0,FL,33172-2191,United States
82113,0,AZ,85201,United States
82114,0,AZ,85128,United States
82115,0,NC,28031,United States
82116,0,AB,T6T 1Y3,Canada
82117,0,CO,80433,United States
82118,0,MA,2124,United States
82119,0,WA,98118,United States
82120,0,IL,60120,United States
82121,0,TN,38111,United States
82122,0,TX,78728,United States
82123,0,MO,63135,United States
82124,0,TX,78665,United States
82125,0,VA,23832,United States
82126,0,,Bn26 6ba,United Kingdom
82127,0,NY,11433,United States
82128,0,GA,30606,United States
82129,0,VA,23920,United States
82130,0,CA,90045,United States
82131,0,IL,60302,United States
82132,0,TX,79606,United States
82133,0,FL,34238,United States
82134,0,,CV2 5HH,United Kingdom
82135,0,MD,21237,United States
82136,0,TN,37042,United States
82137,0,CA,94607,United States
82138,0,ID,83706,United States
82139,0,MD,20910,United States
82140,0,WA,98310,United States
82141,0,WA,98531,United States
82142,0,FL,32333,United States
82143,0,NY,11213,United States
82144,7,TN,37412,United States
82145,0,TX,76016,United States
82146,0,FL,32233,United States
82147,0,AL,35603,United States
82148,0,TX,75232,United States
82149,0,VA,23454,United States
82150,0,ON,l4s 1c7,Canada
82151,0,NY,10466,United States
82152,0,MD,20726,United States
82153,0,OK,73162,United States
82154,0,NC,28303,United States
82155,0,MN,56308,United States
82156,0,CA,93314,United States
82157,0,OK,73503,United States
82158,0,NC,28673,United States
82159,0,NJ,8205,United States
82160,0,VA,20136,United States
82161,0,NC,27863,United States
82162,0,MO,63366,United States
82163,1,MO,63049,United States
82164,0,HI,96815,United States
82165,0,IL,60629,United States
82166,0,MS,39501,United States
82167,0,CO,80831,United States
82168,0,SC,29483,United States
82169,0,AL,35759,United States
82170,0,MD,20879,United States
82171,0,OH,44146,United States
82172,0,NY,14207,United States
82173,0,KS,67213,United States
82174,0,IL,60652,United States
82175,0,CO,80130,United States
82176,0,KY,40505,United States
82177,0,UT,84106,United States
82178,0,NM,87114,United States
82179,0,NJ,8062,United States
82180,0,CA,90065,United States
82181,0,NY,10805,United States
82182,0,NJ,7008,United States
82183,0,WA,98012,United States
82184,0,MA,1803,United States
82185,0,,LS8 3EA,United Kingdom
82186,0,DE,19805-1412,United States
82187,0,,b23 8dq,United Kingdom
82188,0,PA,19082,United States
82189,0,NY,11236,United States
82190,0,IN,46322,United States
82191,0,MD,21244,United States
82192,0,VA,23669,United States
82193,0,AL,35244,United States
82194,0,MS,38654,United States
82195,0,LA,70127,United States
82196,0,NY,10037,United States
82197,0,LA,70127,United States
82198,0,WV,25064,United States
82199,0,,70125,United States
82200,0,CA,95448,United States
82201,0,NY,11757,United States
82202,0,NC,27909,United States
82203,0,AL,35476,United States
82204,0,FL,32308,United States
82205,0,GA,30141,United States
82206,0,IL,60634,United States
82207,0,,45417,United States
82208,0,VA,23692,United States
82209,0,MO,63033,United States
82210,0,LA,70809,United States
82211,0,,9012,United States
82212,0,OH,44618,United States
82213,0,MD,21716,United States
82214,0,,29027,Italy
82215,0,NY,10954,United States
82216,0,LA,70816,United States
82217,0,MO,64116,United States
82218,0,MA,2124,United States
82219,0,NY,10473,United States
82220,0,MA,2148,United States
82221,0,,79126,United Arab Emirates
82222,0,NY,11434,United States
82223,0,KS,67501,United States
82224,0,IA,52241,United States
82225,0,KY,40218,United States
82226,0,KY,40228,United States
82227,1,TX,77073,United States
82228,0,IL,60608,United States
82229,0,GA,30096,United States
82230,0,MA,2116,United States
82231,0,MO,63132,United States
82232,0,,JE3 1HN,United Kingdom
82233,0,,JE3 8HN,United Kingdom
82234,1,MD,21701,United States
82235,0,IL,60617,United States
82236,0,WI,53214,United States
82237,0,NY,13210,United States
82238,0,PA,19139,United States
82239,0,NY,10454,United States
82240,0,NY,10454,United States
82241,0,TX,78249,United States
82242,0,MI,48213,United States
82243,0,FL,33584,United States
82244,0,MD,20602,United States
82245,0,CA,94538,United States
82246,1,MS,39060,United States
82247,0,NJ,7103,United States
82248,0,GA,30815,United States
82249,0,TX,75287,United States
82250,0,,9620,United States
82251,0,MD,21216,United States
82252,0,AR,72118,United States
82253,0,AL,36832,United States
82254,0,VA,23663,United States
82255,0,MD,20695,United States
82256,0,,9012,United States
82257,0,NY,11434,United States
82258,0,GA,31082,United States
82259,0,MD,20724,United States
82260,0,MD,20877,United States
82261,0,IL,60477,United States
82262,0,PA,17603,United States
82263,0,MI,48237,United States
82264,0,MD,21218,United States
82265,0,OH,43205,United States
82266,0,NY,14612,United States
82267,0,OH,43635,United States
82268,0,NC,28205,United States
82269,0,NE,68508,United States
82270,0,MD,21206,United States
82271,0,NY,12553,United States
82272,0,GA,30080,United States
82273,0,CA,92236,United States
82274,0,,0,Turks and Caicos Islands
82275,0,VA,20111,United States
82276,0,MD,21218,United States
82277,0,NJ,8638,United States
82278,0,NY,11510,United States
82279,0,TN,38116,United States
82280,0,,wf179jf,United Kingdom
82281,0,NJ,7109,United States
82282,0,TX,78613,United States
82283,0,MD,20743,United States
82284,0,VA,20120,United States
82285,0,GA,30134,United States
82286,0,AR,72114,United States
82287,0,AR,72114,United States
82288,0,AR,72114,United States
82289,0,NJ,7060,United States
82290,0,VA,22968,United States
82291,0,FL,33177,United States
82292,0,BC,V8T 5K3,Canada
82293,0,FL,32738,United States
82294,0,NV,89052,United States
82295,0,,2048,United States
82296,0,NY,10956,United States
82297,0,MA,2675,United States
82298,0,LA,70128,United States
82299,0,AR,72204,United States
82300,0,CA,93550,United States
82301,0,MD,20716,United States
82302,0,,95370,France
82303,0,IL,60640,United States
82304,0,MD,21244,United States
82305,0,FL,32907,United States
82306,0,NY,11210,United States
82307,0,NV,89032,United States
82308,0,,658,Norway
82309,0,PA,19138,United States
82310,0,PA,19138,United States
82311,0,HI,96706,United States
82312,1,CA,91206,United States
82313,0,MD,20794,United States
82314,0,NY,10996,United States
82315,0,AL,35750,United States
82316,0,NC,27889,United States
82317,0,CT,6457,United States
82318,0,FL,34472,United States
82319,0,AL,36117,United States
82320,0,CA,90034,United States
82321,0,RI,2895,United States
82322,0,FL,32818,United States
82323,0,PA,18509,United States
82324,0,PA,18509,United States
82325,0,TX,75140,United States
82326,0,DE,19720,United States
82327,0,DC,20002,United States
82328,0,DC,20002,United States
82329,0,MS,38834,United States
82330,0,IA,52241,United States
82331,1,KY,40211,United States
82332,0,LA,70502,United States
82333,0,IL,60644,United States
82334,0,FL,33462,United States
82335,0,FL,33324,United States
82336,0,FL,33023,United States
82337,0,NM,87144,United States
82338,0,GA,30168,United States
82339,0,FL,34287,United States
82340,0,MD,20907,United States
82341,0,CA,94585,United States
82342,0,VA,23120,United States
82343,0,CA,95823,United States
82344,0,VA,22520,United States
82345,0,,29853,United States
82346,0,CA,94964,United States
82347,0,CA,91762,United States
82348,0,CA,95834,United States
82349,0,CA,91730,United States
82350,0,IL,62703,United States
82351,0,NY,11434,United States
82352,0,WV,25701,United States
82353,0,GA,30080,United States
82354,0,TX,97361,United States
82355,0,WV,25701,United States
82356,0,NY,10977,United States
82357,0,VA,22406,United States
82358,0,OH,44125,United States
82359,0,MN,55337,United States
82360,0,NC,27214,United States
82361,0,OH,45206,United States
82362,0,GA,30281,United States
82363,0,NY,12522,United States
82364,0,AZ,85295,United States
82365,0,MD,20745,United States
82366,0,AL,35235-3361,United States
82367,0,WI,53206,United States
82368,0,OH,43229,United States
82369,0,HI,96782,United States
82370,0,SC,29016,United States
82371,0,TN,37086,United States
82372,0,MD,21031,United States
82373,0,IL,60628,United States
82374,0,IL,60628,United States
82375,0,NY,12550,United States
82376,0,TX,75844,United States
82377,0,FL,32839,United States
82378,0,MD,21401,United States
82379,0,TX,75232,United States
82380,0,PA,15122-2025,United States
82381,0,NJ,08065-2202,United States
82382,0,MI,48240,United States
82383,0,FL,32808,United States
82384,0,FL,32808,United States
82385,0,,96218,United States
82386,0,NJ,7057,United States
82387,0,FL,34987,United States
82388,0,,96218,United States
82389,0,,sw17 9se,United Kingdom
82390,0,ON,m1n1r8,Canada
82391,0,ON,M6G3K1,Canada
82392,0,TX,75803,United States
82393,0,TX,77089,United States
82394,0,VA,23234,United States
82395,0,ON,L9W5J9,Canada
82396,0,NC,27409,United States
82397,0,FL,32526,United States
82398,0,IN,46226,United States
82399,0,SC,29588,United States
82400,0,CA,93312,United States
82401,0,GA,30068,United States
82402,0,CA,92057,United States
82403,0,AZ,86503,United States
82404,0,SC,29118,United States
82405,0,IL,61866-5216,United States
82406,0,OR,97031,United States
82407,0,UT,84107,United States
82408,0,TX,75035,United States
82409,0,CT,6610,United States
82410,0,PA,19406-2020,United States
82411,0,PA,18466,United States
82412,0,MD,20772,United States
82413,0,,9227,United States
82414,0,NY,11743,United States
82415,0,VA,23222,United States
82416,0,TX,75181,United States
82417,0,,9114,United States
82418,0,NC,28376,United States
82419,0,,11434,United States
82420,0,NC,28214,United States
82421,0,CA,92113,United States
82422,0,IA,50312,United States
82423,0,LA,71203,United States
82424,0,CT,6401,United States
82425,0,CA,92057,United States
82426,0,CA,92342,United States
82427,2,GA,31329,United States
82428,0,TX,77375,United States
82429,0,TX,77375,United States
82430,0,MI,49006,United States
82431,0,GA,30311,United States
82432,0,IL,60621,United States
82433,0,GA,30088,United States
82434,0,FL,32092,United States
82435,0,OH,44074,United States
82436,0,TX,77096,United States
82437,0,MO,63130,United States
82438,0,NC,27713,United States
82439,0,AL,35221,United States
82440,0,AL,36925,United States
82441,0,IL,60426,United States
82442,0,SC,29483,United States
82443,0,PA,19020,United States
82444,2,NY,11369,United States
82445,0,VA,22015,United States
82446,0,MD,20770,United States
82447,0,GA,39842,United States
82448,0,LA,70601,United States
82449,0,NY,10009,United States
82450,0,LA,70601,United States
82451,0,NJ,07002-1918,United States
82452,2,MD,20721,United States
82453,0,MD,20783,United States
82454,0,NJ,8902,United States
82455,0,NY,11510,United States
82456,0,MD,20744,United States
82457,0,SC,29204,United States
82458,0,GA,31520,United States
82459,0,GA,30311,United States
82460,0,CT,6112,United States
82461,0,GA,30005,United States
82462,0,NY,11432,United States
82463,5,NJ,8854,United States
82464,0,CA,92223,United States
82465,0,IL,60586,United States
82466,1,CO,80620,United States
82467,0,MD,21029,United States
82468,0,WI,53191,United States
82469,0,NJ,7067,United States
82470,0,CA,94552,United States
82471,0,IL,60644,United States
82472,0,IL,60642,United States
82473,0,TN,37042,United States
82474,0,,11434,United States
82475,0,,801,"Virgin Islands, U.S."
82476,0,NM,88240,United States
82477,0,NY,10469,United States
82478,0,NC,27832,United States
82479,0,NJ,8837,United States
82480,0,GA,30650,United States
82481,0,IL,60115,United States
82482,0,SC,29577,United States
82483,0,AZ,86040,United States
82484,0,NY,11433,United States
82485,0,,461000,China
82486,0,CA,90241,United States
82487,0,MS,39773,United States
82488,0,NJ,8054,United States
